Mutant, System, Mutation Operator, Human-Fail, Branch-Fail, Default-Fail, Human-Error, Branch-Error, Default-Error,result
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_16,commonsCompress,COI,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_17,commonsCompress,COI,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_18,commonsCompress,COI,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_19,commonsCompress,COI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_21,commonsCompress,COI,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_22,commonsCompress,COI,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_23,commonsCompress,COI,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_24,commonsCompress,COI,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_25,commonsCompress,COI,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_26,commonsCompress,COI,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COI_27,commonsCompress,COI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COR_4,commonsCompress,COR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COR_5,commonsCompress,COR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_COR_8,commonsCompress,COR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_16,commonsCompress,LOI,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_17,commonsCompress,LOI,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_18,commonsCompress,LOI,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_19,commonsCompress,LOI,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_20,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_21,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_22,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_23,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_24,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_LOI_25,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_34,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_40,commonsCompress,ODL,0,1,0,1,0,0,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_43,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_44,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_47,commonsCompress,ODL,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_51,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_56,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_61,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_62,commonsCompress,ODL,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_66,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_67,commonsCompress,ODL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_68,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ODL_71,commonsCompress,ODL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_31,commonsCompress,ROR,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_33,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_35,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_37,commonsCompress,ROR,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_39,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_40,commonsCompress,ROR,1,1,1,1,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_41,commonsCompress,ROR,1,1,1,0,1,1,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_44,commonsCompress,ROR,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_45,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_47,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_49,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_51,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_53,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_54,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_55,commonsCompress,ROR,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_58,commonsCompress,ROR,0,1,0,1,0,0,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_60,commonsCompress,ROR,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_61,commonsCompress,ROR,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_67,commonsCompress,ROR,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_68,commonsCompress,ROR,0,1,0,1,1,1,only-branch
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_74,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_75,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_81,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_82,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_88,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_ROR_89,commonsCompress,ROR,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_40,commonsCompress,SDL,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_41,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_42,commonsCompress,SDL,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_45,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_57,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_58,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_59,commonsCompress,SDL,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_60,commonsCompress,SDL,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_62,commonsCompress,SDL,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_63,commonsCompress,SDL,1,0,0,0,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_64,commonsCompress,SDL,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_65,commonsCompress,SDL,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_76,commonsCompress,SDL,0,1,1,1,0,0,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_writeEntryHeader(org.apache.commons.compress.archivers.ar.ArArchiveEntry)_SDL_77,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_write(java.lang.String)_AOIU_12,commonsCompress,AOIU,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_write(java.lang.String)_LOI_15,commonsCompress,LOI,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_write(java.lang.String)_SDL_38,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_long_write(java.lang.String)_SDL_39,commonsCompress,SDL,1,1,1,1,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_org.apache.commons.compress.archivers.ArchiveEntry_createArchiveEntry(java.io.File:java.lang.String)_COI_28,commonsCompress,COI,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_AORB_1,commonsCompress,AORB,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_AORB_2,commonsCompress,AORB,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_AORB_3,commonsCompress,AORB,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_AORB_4,commonsCompress,AORB,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_CDL_2,commonsCompress,CDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_COI_3,commonsCompress,COI,0,1,1,1,1,1,branch-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_COI_4,commonsCompress,COI,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_COR_1,commonsCompress,COR,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_COR_2,commonsCompress,COR,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_LOI_4,commonsCompress,LOI,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ODL_4,commonsCompress,ODL,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ODL_6,commonsCompress,ODL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ODL_7,commonsCompress,ODL,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_3,commonsCompress,ROR,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_4,commonsCompress,ROR,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_5,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_6,commonsCompress,ROR,0,0,1,1,0,0,only-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_7,commonsCompress,ROR,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_ROR_8,commonsCompress,ROR,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_SDL_11,commonsCompress,SDL,1,1,1,0,0,0,all-detect
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_SDL_13,commonsCompress,SDL,1,0,0,1,0,0,only-human
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_SDL_14,commonsCompress,SDL,1,0,1,1,0,0,human-and-multiobjective
org.apache.commons.compress.archivers.ar.ArArchiveOutputStream_void_closeArchiveEntry()_SDL_6,commonsCompress,SDL,1,1,1,0,0,0,all-detect
